,open,close,low,high,volume,money,high_limit,low_limit,avg,label
2015-07-23,4022.27,4123.92,4019.04,4132.61,56358596600.0,743531874268.0,4428.65,3623.44,4079.123,4070.91
2015-07-24,4124.76,4070.91,4044.83,4184.45,62742486000.0,843022070389.0,4536.32,3711.53,4131.294,3725.56
2015-07-27,3985.57,3725.56,3720.44,4051.16,55600324700.0,721298088691.0,4478.0,3663.82,3937.361,3663.0
2015-07-28,3573.14,3663.0,3537.36,3762.53,56333004200.0,685057523948.0,4098.11,3353.0,3636.994,3789.17
2015-07-29,3689.82,3789.17,3612.06,3792.07,43435208500.0,557491964594.0,4029.3,3296.7,3686.182,3705.77
2015-07-30,3773.79,3705.77,3685.96,3844.37,45794322800.0,615977923152.0,4168.08,3410.25,3782.261,3663.73
2015-07-31,3655.67,3663.73,3620.16,3729.51,35095574500.0,460472253774.0,4076.34,3335.19,3666.081,3622.91
2015-08-03,3614.99,3622.91,3549.5,3648.94,36396873100.0,445991593475.0,4030.1,3297.35,3593.417,3756.55
2015-08-04,3621.86,3756.55,3601.29,3757.03,36290166600.0,464036242967.0,3985.2,3260.61,3682.983,3694.57
2015-08-05,3745.65,3694.57,3676.39,3782.35,36642297900.0,483850277393.0,4132.2,3380.89,3735.566,3661.54
2015-08-06,3625.5,3661.54,3614.74,3710.57,27407466300.0,357515147167.0,4064.03,3325.12,3669.018,3744.2
2015-08-07,3692.61,3744.2,3686.3,3756.74,34075718400.0,445485029431.0,4027.69,3295.39,3728.255,3928.41
2015-08-10,3786.03,3928.41,3775.85,3943.62,49730431900.0,652622008945.0,4118.63,3369.78,3857.919,3927.91
2015-08-11,3928.81,3927.91,3891.18,3970.34,53892346000.0,712289933154.0,4321.26,3535.57,3931.268,3886.32
2015-08-12,3881.23,3886.32,3871.14,3937.77,44268827800.0,597050259293.0,4320.7,3535.12,3908.951,3954.56
2015-08-13,3869.91,3954.56,3838.16,3955.79,43007330300.0,578685519561.0,4274.95,3497.69,3903.206,3965.34
2015-08-14,3976.41,3965.34,3939.84,4000.68,46798821700.0,647466472559.0,4350.01,3559.1,3973.501,3993.67
2015-08-17,3947.84,3993.67,3907.4,3994.54,46043206000.0,626327680299.0,4361.87,3568.8,3953.68,3748.16
2015-08-18,3999.13,3748.16,3743.39,4006.34,54377082200.0,722467247365.0,4393.03,3594.3,3906.133,3794.11
2015-08-19,3646.8,3794.11,3558.38,3811.43,47539623900.0,599513277258.0,4122.98,3373.35,3688.509,3664.29
2015-08-20,3754.57,3664.29,3663.61,3788.01,39006305700.0,501194992628.0,4173.52,3414.7,3732.3,3507.74
2015-08-21,3609.96,3507.74,3490.54,3652.84,36992047900.0,450616485183.0,4030.72,3297.86,3580.609,3209.91
2015-08-24,3373.48,3209.91,3191.88,3388.36,33467179200.0,358818882677.0,3858.52,3156.97,3261.678,2964.97
2015-08-25,3004.13,2964.97,2947.94,3123.03,35232511000.0,358735780116.0,3530.9,2888.91,3039.404,2927.29
2015-08-26,2980.79,2927.29,2850.71,3092.04,46669966300.0,461788981390.0,3261.46,2668.47,2973.453,3083.59
2015-08-27,2978.03,3083.59,2906.49,3085.42,40030839800.0,404289306103.0,3220.02,2634.56,2987.96,3232.35
2015-08-28,3125.26,3232.35,3102.95,3235.84,44313692800.0,474631023331.0,3391.95,2775.23,3157.724,3205.99
2015-08-31,3203.56,3205.99,3109.16,3207.86,39743138200.0,431068601209.0,3555.59,2909.12,3164.463,3166.62
2015-09-01,3157.83,3166.62,3053.74,3180.33,43243246800.0,420411621758.0,3526.58,2885.39,3137.583,3160.17
2015-09-02,3027.68,3160.17,3019.09,3194.49,43817015300.0,423262356087.0,3483.29,2849.96,3124.447,3080.42
2015-09-07,3149.38,3080.42,3066.3,3217.58,29646811400.0,302689722336.0,3476.18,2844.15,3154.285,3170.45
2015-09-08,3054.44,3170.45,3011.12,3174.71,25541546500.0,263910382052.0,3388.46,2772.38,3096.367,3243.09
2015-09-09,3182.55,3243.09,3165.7,3256.74,37532797800.0,412991428267.0,3487.5,2853.41,3220.685,3197.89
2015-09-10,3190.55,3197.89,3178.9,3243.28,27326175900.0,299581090523.0,3567.4,2918.78,3210.124,3200.23
2015-09-11,3189.48,3200.23,3163.45,3223.76,22455782200.0,252769467178.0,3517.68,2878.1,3196.323,3114.8
2015-09-14,3221.16,3114.8,3049.23,3229.48,34663115800.0,373576802407.0,3520.26,2880.21,3135.758,3005.17
2015-09-15,3043.8,3005.17,2983.92,3081.7,24919444500.0,243904590423.0,3426.28,2803.32,3030.655,3152.26
2015-09-16,2998.04,3152.26,2983.53,3182.93,27752452400.0,281992256964.0,3305.69,2704.65,3058.744,3086.06
2015-09-17,3131.98,3086.06,3085.31,3204.7,31760289200.0,337393270978.0,3467.49,2837.04,3148.642,3097.92
2015-09-18,3100.28,3097.92,3070.34,3122.05,20917539800.0,218442429993.0,3394.67,2777.45,3096.497,3156.54
2015-09-21,3072.09,3156.54,3060.86,3159.88,23989735400.0,259796673584.0,3407.71,2788.13,3119.926,3185.62
2015-09-22,3161.32,3185.62,3152.48,3213.48,27478615400.0,305071324500.0,3472.19,2840.89,3181.93,3115.89
2015-09-23,3137.72,3115.89,3104.74,3164.04,23632267000.0,257560036032.0,3504.18,2867.06,3135.657,3142.69
2015-09-24,3126.49,3142.69,3109.69,3151.16,21288772300.0,231369054767.0,3427.48,2804.3,3134.681,3092.35
2015-09-25,3130.85,3092.35,3062.99,3149.95,23626387100.0,248971120664.0,3456.96,2828.42,3107.03,3100.76
2015-09-28,3085.57,3100.76,3042.31,3103.07,15672753000.0,166422394798.0,3401.58,2783.11,3079.513,3038.14
2015-09-29,3055.22,3038.14,3021.16,3068.3,16322267300.0,169686597162.0,3410.83,2790.68,3047.749,3052.78
2015-09-30,3052.84,3052.78,3039.74,3073.3,14664244900.0,156569197540.0,3341.95,2734.32,3058.639,3143.36
2015-10-08,3156.07,3143.36,3133.13,3172.28,23427605000.0,258830338655.0,3358.06,2747.5,3150.711,3183.15
2015-10-09,3146.64,3183.15,3137.79,3192.72,23485144500.0,256379112141.0,3457.69,2829.02,3167.504,3287.66
2015-10-12,3193.54,3287.66,3188.41,3318.71,38629471500.0,435541019182.0,3501.47,2864.84,3264.828,3293.23
2015-10-13,3262.16,3293.23,3253.25,3298.63,29715313300.0,334806099305.0,3616.43,2958.9,3277.652,3262.44
2015-10-14,3280.02,3262.44,3256.25,3307.32,29507773900.0,330277519398.0,3622.55,2963.91,3281.753,3338.07
2015-10-15,3255.03,3338.07,3254.39,3338.3,31628385100.0,362565554134.0,3588.69,2936.2,3302.117,3391.35
2015-10-16,3358.3,3391.35,3334.85,3393.02,39546057500.0,459447813308.0,3671.88,3004.27,3368.231,3386.7
2015-10-19,3401.63,3386.7,3355.57,3423.4,37811218300.0,453303626902.0,3730.49,3052.22,3394.02,3425.33
2015-10-20,3377.55,3425.33,3357.86,3425.52,31897375800.0,383582515358.0,3725.37,3048.03,3388.174,3320.68
2015-10-21,3428.56,3320.68,3265.44,3447.26,45845542800.0,518509230404.0,3767.86,3082.8,3379.527,3368.74
2015-10-22,3292.29,3368.74,3282.99,3373.78,32373934100.0,375452024664.0,3652.74,2988.61,3326.614,3412.43
2015-10-23,3377.55,3412.43,3360.22,3422.02,34737285400.0,425263086325.0,3705.61,3031.87,3387.95,3429.58
2015-10-26,3448.65,3429.58,3402.0,3457.52,36556085300.0,453942506416.0,3753.68,3071.19,3433.962,3434.34
2015-10-27,3409.14,3434.34,3332.62,3441.57,32817276800.0,408887226414.0,3772.54,3086.62,3391.308,3375.2
2015-10-28,3417.01,3375.2,3367.23,3439.76,29352328400.0,361656185764.0,3777.77,3090.9,3412.064,3387.32
2015-10-29,3387.77,3387.32,3362.51,3411.71,23567602600.0,294508414230.0,3712.72,3037.68,3387.687,3382.56
2015-10-30,3380.28,3382.56,3346.59,3417.2,24359511800.0,307266773445.0,3726.05,3048.58,3384.043,3325.09
2015-11-02,3337.58,3325.09,3322.31,3391.06,23095112900.0,286019328065.0,3720.82,3044.3,3356.381,3316.7
2015-11-03,3330.32,3316.7,3302.18,3346.28,19289742800.0,244360566383.0,3657.59,2992.58,3324.032,3459.64
2015-11-04,3325.62,3459.64,3325.62,3459.65,33907873000.0,426104385846.0,3648.36,2985.03,3401.252,3522.82
2015-11-05,3459.22,3522.82,3455.53,3585.66,55325494700.0,678674611498.0,3805.6,3113.68,3526.823,3590.03
2015-11-06,3514.44,3590.03,3508.83,3596.38,42916703300.0,543282200893.0,3875.1,3170.54,3554.703,3646.88
2015-11-09,3588.5,3646.88,3588.5,3673.76,50301668200.0,636184062179.0,3949.04,3231.03,3646.994,3640.49
2015-11-10,3617.4,3640.49,3607.89,3669.53,42974657600.0,560055120132.0,4011.57,3282.19,3637.264,3650.25
2015-11-11,3635.0,3650.25,3605.62,3654.88,36097265100.0,467822205458.0,4004.53,3276.44,3631.759,3632.9
2015-11-12,3656.82,3632.9,3603.23,3659.32,36171760000.0,482832626445.0,4015.27,3285.22,3633.396,3580.84
2015-11-13,3600.76,3580.84,3564.81,3632.56,34587093300.0,468668655554.0,3996.19,3269.61,3633.396,3606.96
2015-11-16,3522.46,3606.96,3519.42,3607.61,27618705700.0,369421833778.0,3938.92,3222.76,3565.102,3604.8
2015-11-17,3629.98,3604.8,3598.07,3678.27,38357546800.0,521520359621.0,3967.65,3246.26,3643.159,3568.47
2015-11-18,3605.06,3568.47,3558.7,3617.07,29758073400.0,392338754802.0,3965.27,3244.32,3593.475,3617.06
2015-11-19,3573.78,3617.06,3561.04,3618.21,24791557600.0,328442613169.0,3925.31,3211.62,3584.862,3630.5
2015-11-20,3620.79,3630.5,3607.91,3640.53,31080197200.0,413910905746.0,3978.77,3255.36,3625.365,3610.32
2015-11-23,3630.87,3610.32,3598.87,3654.75,31599747400.0,414148234284.0,3993.55,3267.45,3629.681,3616.11
2015-11-24,3602.89,3616.11,3563.1,3616.48,24881052400.0,327758498321.0,3971.35,3249.29,3591.668,3647.93
2015-11-25,3614.07,3647.93,3607.52,3648.37,27302485700.0,380802940006.0,3977.72,3254.5,3626.587,3635.55
2015-11-26,3659.57,3635.55,3629.86,3668.38,30676158200.0,426247412274.0,4012.72,3283.14,3653.669,3436.3
2015-11-27,3616.54,3436.3,3412.43,3621.9,35428752500.0,464311247676.0,3999.11,3272.0,3536.819,3445.41
2015-11-30,3433.86,3445.41,3327.81,3470.37,30419790300.0,387503652774.0,3779.93,3092.67,3415.423,3456.31
2015-12-01,3442.44,3456.31,3417.55,3483.41,25239075500.0,330256746807.0,3789.95,3100.86,3443.799,3536.91
2015-12-02,3450.28,3536.91,3427.66,3538.85,30149148000.0,369183037702.0,3801.94,3110.68,3483.678,3584.82
2015-12-03,3525.73,3584.82,3517.23,3591.73,28111125500.0,338859090634.0,3890.6,3183.21,3555.709,3524.99
2015-12-04,3558.15,3524.99,3510.41,3568.97,25173641100.0,319766835715.0,3943.31,3226.34,3542.24,3536.93
2015-12-07,3529.81,3536.93,3506.63,3543.95,20830257900.0,280561587976.0,3877.49,3172.49,3527.302,3470.07
2015-12-08,3518.65,3470.07,3466.79,3518.65,22436731000.0,297821727299.0,3890.62,3183.23,3490.299,3472.44
2015-12-09,3462.58,3472.44,3454.88,3495.7,19569884500.0,267854865116.0,3817.08,3123.06,3472.435,3455.49
2015-12-10,3469.81,3455.49,3446.27,3503.65,20042751700.0,279499705670.0,3819.68,3125.2,3477.494,3434.58
2015-12-11,3441.6,3434.58,3410.92,3455.55,18290887800.0,245076424379.0,3801.04,3109.95,3431.239,3520.67
2015-12-14,3403.51,3520.67,3399.28,3521.78,21537462000.0,279213529503.0,3778.04,3091.12,3460.173,3510.35
2015-12-15,3518.13,3510.35,3496.85,3529.96,20047134100.0,276274949122.0,3872.73,3168.6,3516.527,3516.19
2015-12-16,3522.09,3516.19,3506.29,3538.69,19348231000.0,265288652705.0,3861.39,3159.32,3524.231,3580.0
2015-12-17,3533.63,3580.0,3533.63,3583.41,28385647600.0,381439613286.0,3867.81,3164.57,3565.798,3578.96
2015-12-18,3574.94,3578.96,3568.16,3614.7,27370790400.0,365385805992.0,3938.0,3222.0,3584.748,3642.47
2015-12-21,3568.58,3642.47,3565.75,3651.06,29984928000.0,398316970721.0,3936.86,3221.07,3619.808,3651.77
2015-12-22,3645.99,3651.77,3616.87,3652.64,26117876300.0,360846042356.0,4006.72,3278.22,3638.638,3636.09
2015-12-23,3653.28,3636.09,3633.03,3684.57,29820180100.0,419902925873.0,4016.94,3286.59,3657.536,3612.49
2015-12-24,3631.31,3612.49,3572.28,3640.22,22778522500.0,315421252147.0,3999.7,3272.48,3606.475,3627.91
2015-12-25,3614.05,3627.91,3601.74,3635.26,19845111100.0,274660042605.0,3973.73,3251.24,3619.779,3533.78
2015-12-28,3635.77,3533.78,3533.78,3641.59,26998327800.0,369042819409.0,3990.71,3265.12,3596.507,3563.74
2015-12-29,3528.39,3563.74,3515.52,3564.17,18255192300.0,250938907269.0,3887.16,3180.4,3537.189,3572.88
2015-12-30,3566.73,3572.88,3538.11,3573.68,18788960900.0,267787665269.0,3920.11,3207.36,3561.712,3539.18
2015-12-31,3570.47,3539.18,3538.35,3580.6,17696365900.0,254031073828.0,3930.16,3215.59,3561.841,3296.26
2016-01-04,3536.59,3296.26,3295.74,3538.69,18441842300.0,240929155215.0,3893.1,3185.26,3430.883,3287.71
2016-01-05,3196.65,3287.71,3189.61,3328.14,26688208300.0,328417226081.0,3625.88,2966.63,3268.592,3361.84
2016-01-06,3291.2,3361.84,3288.93,3362.97,23888667000.0,285243223391.0,3616.48,2958.94,3323.415,3125.0
2016-01-07,3309.66,3125.0,3115.89,3309.66,7056912300.0,79981988654.0,3698.02,3025.66,3224.439,3186.41
2016-01-08,3194.63,3186.41,3056.88,3235.45,28644082200.0,324167135447.0,3437.5,2812.5,3176.959,3016.7
2016-01-11,3131.85,3016.7,3016.7,3166.22,27164369100.0,286379628143.0,3505.05,2867.77,3102.378,3022.86
2016-01-12,3026.16,3022.86,2978.46,3047.66,20765962200.0,224135432095.0,3318.37,2715.03,3020.118,2949.6
2016-01-13,3041.11,2949.6,2949.29,3059.01,19428210600.0,208376044623.0,3325.15,2720.57,3017.978,3007.65
2016-01-14,2874.05,3007.65,2867.55,3012.29,21290564400.0,218013656655.0,3244.56,2654.64,2941.424,2900.97
2016-01-15,2988.05,2900.97,2883.87,3001.71,19872169700.0,206603969247.0,3308.41,2706.88,2946.292,2913.84
2016-01-18,2847.54,2913.84,2844.7,2945.45,16469969400.0,173619962653.0,3191.07,2610.87,2906.149,3007.74
2016-01-19,2914.41,3007.74,2906.4,3012.07,20527970300.0,222674800351.0,3205.22,2622.45,2966.646,2976.69
2016-01-20,2993.01,2976.69,2951.92,3016.28,21650547400.0,234562924579.0,3308.51,2706.97,2986.859,2880.48
2016-01-21,2934.39,2880.48,2880.08,2998.79,19167566800.0,203634572945.0,3274.36,2679.02,2943.301,2916.56
2016-01-22,2911.11,2916.56,2851.73,2931.36,15981073400.0,170062245380.0,3168.53,2592.43,2898.472,2938.51
2016-01-25,2934.08,2938.51,2911.83,2955.78,15303905700.0,164023396461.0,3208.22,2624.91,2935.399,2749.79
2016-01-26,2907.72,2749.79,2743.84,2911.99,21083605400.0,212608150650.0,3232.37,2644.66,2840.716,2735.56
2016-01-27,2756.08,2735.56,2638.3,2768.77,21572204600.0,207426675004.0,3024.76,2474.81,2710.583,2655.66
2016-01-28,2711.16,2655.66,2647.49,2740.54,17112028000.0,167357413390.0,3009.11,2462.0,2701.638,2737.6
2016-01-29,2652.85,2737.6,2649.79,2755.37,18667310600.0,180006812612.0,2921.23,2390.09,2710.876,2688.85
2016-02-01,2730.98,2688.85,2655.62,2735.26,15638374400.0,152830741554.0,3011.36,2463.84,2702.47,2749.57
2016-02-02,2687.98,2749.57,2687.98,2755.16,15807821100.0,158936802659.0,2957.74,2419.97,2736.062,2739.25
2016-02-03,2719.57,2739.25,2696.88,2746.07,14839721700.0,146627121739.0,3024.53,2474.61,2718.379,2781.02
2016-02-04,2751.43,2781.02,2751.31,2793.3,17038201800.0,175347388383.0,3013.17,2465.32,2776.627,2763.49
2016-02-05,2783.08,2763.49,2762.16,2790.06,14118628400.0,145553630916.0,3059.12,2502.92,2776.955,2746.2
2016-02-15,2684.96,2746.2,2682.09,2760.36,12926393200.0,129321056010.0,3039.84,2487.14,2721.483,2836.57
2016-02-16,2758.58,2836.57,2758.58,2840.62,19596161400.0,198969133397.0,3020.82,2471.58,2813.849,2867.34
2016-02-17,2829.76,2867.34,2824.36,2868.7,21690992500.0,225964250083.0,3120.23,2552.91,2846.63,2862.89
2016-02-18,2881.78,2862.89,2857.7,2893.21,21920387300.0,230775052843.0,3154.07,2580.6,2876.217,2860.02
2016-02-19,2854.9,2860.02,2840.49,2872.72,16339141300.0,178424845383.0,3149.18,2576.6,2856.769,2927.18
2016-02-22,2888.6,2927.18,2880.35,2933.96,23217604200.0,238682816535.0,3146.02,2574.02,2907.662,2903.33
2016-02-23,2925.71,2903.33,2872.28,2928.05,19974066300.0,211548952172.0,3219.89,2634.46,2902.006,2928.9
2016-02-24,2889.88,2928.9,2872.27,2929.87,21341038400.0,227851643590.0,3193.66,2613.0,2903.238,2741.25
2016-02-25,2922.24,2741.25,2729.85,2922.24,27028441600.0,271767143332.0,3221.79,2636.01,2835.289,2767.21
2016-02-26,2760.06,2767.21,2715.87,2784.75,19111047200.0,190068987760.0,3015.37,2467.12,2757.486,2687.98
2016-02-29,2754.81,2687.98,2638.96,2755.89,20741070900.0,194640196395.0,3043.93,2490.49,2676.146,2733.17
2016-03-01,2688.38,2733.17,2668.76,2747.56,18720744300.0,182185538136.0,2956.78,2419.18,2703.869,2849.68
2016-03-02,2733.77,2849.68,2732.54,2852.7,27096178300.0,259318766547.0,3006.49,2459.85,2798.554,2859.76
2016-03-03,2847.33,2859.76,2840.87,2878.45,28747821000.0,279971936075.0,3134.65,2564.71,2859.888,2874.15
2016-03-04,2848.54,2874.15,2808.85,2880.37,31249516900.0,294982112798.0,3145.73,2573.78,2856.912,2897.34
2016-03-07,2886.64,2897.34,2871.35,2911.84,21746683600.0,208559323364.0,3161.56,2586.73,2893.543,2901.39
2016-03-08,2895.67,2901.39,2802.56,2902.62,23348266100.0,220513953726.0,3187.07,2607.61,2849.181,2862.56
2016-03-09,2839.41,2862.56,2811.72,2863.01,18335538300.0,177072557883.0,3191.53,2611.25,2837.741,2804.73
2016-03-10,2847.57,2804.73,2803.48,2863.18,13897946100.0,141812410338.0,3148.81,2576.3,2836.128,2810.31
2016-03-11,2781.6,2810.31,2772.55,2815.61,12724755400.0,128450313771.0,3085.2,2524.25,2793.42,2859.5
2016-03-14,2830.08,2859.5,2823.03,2889.82,19481603000.0,202793146786.0,3091.34,2529.28,2865.881,2864.37
2016-03-15,2853.98,2864.37,2819.79,2865.79,16338666700.0,170219522403.0,3145.45,2573.55,2845.224,2870.43
2016-03-16,2858.71,2870.43,2854.19,2881.53,18649253500.0,190193858282.0,3150.81,2577.93,2869.005,2904.83
2016-03-17,2875.41,2904.83,2857.19,2921.0,20029021300.0,213843633130.0,3157.47,2583.39,2892.998,2955.15
2016-03-18,2915.52,2955.15,2908.74,2971.55,31333273500.0,328241161496.0,3195.32,2614.35,2945.546,3018.8
2016-03-21,2978.46,3018.8,2973.76,3028.32,35240043800.0,380823080412.0,3250.66,2659.63,3003.893,2999.36
2016-03-22,3001.63,2999.36,2988.43,3019.1,27037732200.0,311025315982.0,3320.68,2716.92,3005.741,3009.96
2016-03-23,2991.17,3009.96,2980.86,3012.56,21697746200.0,256328163094.0,3299.3,2699.43,2997.685,2960.97
2016-03-24,2986.8,2960.97,2960.54,2998.15,23700640300.0,274795125597.0,3310.96,2708.96,2980.22,2979.43
2016-03-25,2956.2,2979.43,2952.11,2981.41,17507434400.0,200818437456.0,3257.07,2664.87,2968.427,2957.82
2016-03-28,2988.01,2957.82,2948.53,3008.17,20202124100.0,232323731401.0,3277.38,2681.49,2986.206,2919.83
2016-03-29,2956.71,2919.83,2905.25,2962.2,18296534500.0,201625833179.0,3253.6,2662.04,2933.673,3000.64
2016-03-30,2941.22,3000.64,2941.22,3001.11,21037145100.0,234410621024.0,3211.81,2627.85,2974.452,3003.92
2016-03-31,3009.37,3003.92,2992.92,3023.41,22041344500.0,252219758272.0,3300.71,2700.58,3007.103,3009.53
2016-04-01,2997.09,3009.53,2956.25,3009.67,20654586600.0,217520534020.0,3304.31,2703.52,2988.85,3053.07
2016-04-05,3000.94,3053.07,2993.15,3057.33,25673034400.0,276654687085.0,3310.48,2708.58,3032.153,3050.59
2016-04-06,3039.74,3050.59,3029.0,3059.79,23226205100.0,254914554280.0,3358.37,2747.76,3046.908,3008.42
2016-04-07,3058.34,3008.42,3007.06,3062.36,22091950600.0,243961813691.0,3355.65,2745.53,3031.336,2984.96
2016-04-08,2988.2,2984.96,2960.46,2996.17,18790463300.0,207337095111.0,3309.26,2707.58,2981.865,3033.96
2016-04-11,3006.91,3033.96,3006.91,3048.98,22001832400.0,252328393482.0,3283.45,2686.46,3035.146,3023.65
2016-04-12,3031.3,3023.65,3001.32,3036.82,18271866800.0,207079807862.0,3337.35,2730.56,3018.862,3066.64
2016-04-13,3041.36,3066.64,3041.36,3097.16,31000324600.0,331420683224.0,3326.01,2721.28,3078.036,3082.36
2016-04-14,3080.09,3082.36,3056.99,3086.7,20823783000.0,235056056274.0,3373.3,2759.97,3073.687,3078.12
2016-04-15,3085.03,3078.12,3066.87,3089.95,18961305100.0,224141313373.0,3390.6,2774.13,3076.922,3033.66
2016-04-18,3058.46,3033.66,3022.97,3058.46,18330451200.0,208613086291.0,3385.93,2770.3,3036.556,3042.82
2016-04-19,3047.13,3042.82,3024.9,3054.5,15653320000.0,180948014276.0,3337.03,2730.29,3037.847,2972.58
2016-04-20,3050.38,2972.58,2905.05,3055.69,28314421900.0,311154870354.0,3347.11,2738.54,2975.672,2952.89
2016-04-21,2954.37,2952.89,2943.46,2990.67,18940684900.0,206477126880.0,3269.84,2675.33,2967.893,2959.24
2016-04-22,2933.03,2959.24,2926.78,2960.21,13721166800.0,148800430845.0,3248.18,2657.6,2945.655,2946.67
2016-04-25,2949.97,2946.67,2917.02,2954.09,12585624300.0,140638756290.0,3255.16,2663.32,2936.602,2964.7
2016-04-26,2944.72,2964.7,2933.97,2965.43,11771160400.0,134292458713.0,3241.34,2652.0,2950.655,2953.67
2016-04-27,2967.19,2953.67,2949.43,2976.02,13086764000.0,150286301521.0,3261.17,2668.23,2963.447,2945.59
2016-04-28,2955.74,2945.59,2916.37,2959.51,13866327400.0,154614698978.0,3249.04,2658.3,2939.516,2938.32
2016-04-29,2935.38,2938.32,2930.36,2950.58,10931062800.0,128502732169.0,3240.15,2651.03,2941.203,2992.64
2016-05-03,2940.39,2992.64,2929.81,2993.53,16870364300.0,195816604813.0,3232.16,2644.49,2974.524,2991.27
2016-05-04,2983.03,2991.27,2978.33,3004.42,16540710600.0,189046374911.0,3291.91,2693.38,2990.705,2997.84
2016-05-05,2987.02,2997.84,2977.2,2999.12,14483138300.0,163113776353.0,3290.4,2692.14,2989.752,2913.25
2016-05-06,2998.4,2913.25,2913.04,3003.59,20679649800.0,234077433966.0,3297.63,2698.06,2960.183,2832.11
2016-05-09,2896.16,2832.11,2821.83,2896.16,18037833000.0,188705685662.0,3204.57,2621.92,2853.194,2832.59
2016-05-10,2822.33,2832.59,2820.16,2845.24,12082931000.0,128535266100.0,3115.32,2548.9,2832.283,2837.04
2016-05-11,2843.54,2837.04,2818.7,2857.25,13579546600.0,146022521906.0,3115.85,2549.33,2840.72,2835.86
2016-05-12,2812.11,2835.86,2781.24,2839.28,13633765500.0,140838630936.0,3120.74,2553.33,2813.731,2827.11
2016-05-13,2828.46,2827.11,2814.11,2850.09,11431971000.0,123692646942.0,3119.45,2552.28,2833.381,2850.86
2016-05-16,2816.78,2850.86,2804.99,2851.23,11465359200.0,126844299054.0,3109.82,2544.4,2829.752,2843.68
2016-05-17,2850.93,2843.68,2832.46,2860.32,12336906400.0,140000997865.0,3135.95,2565.78,2846.071,2807.51
2016-05-18,2828.18,2807.51,2781.42,2828.26,14048782600.0,149396820878.0,3128.05,2559.32,2804.462,2806.91
2016-05-19,2802.31,2806.91,2801.55,2829.4,11159507100.0,124151052180.0,3088.27,2526.76,2815.781,2825.48
2016-05-20,2792.89,2825.48,2785.08,2825.95,10870089900.0,123794592281.0,3087.6,2526.22,2808.417,2843.64
2016-05-23,2826.31,2843.64,2826.26,2848.07,12047045500.0,139950365055.0,3108.03,2542.93,2839.643,2821.67
2016-05-24,2839.68,2821.67,2807.19,2839.7,11145244500.0,121096058813.0,3128.01,2559.28,2822.24,2815.09
2016-05-25,2835.03,2815.09,2807.75,2843.16,10352726500.0,117767628730.0,3103.83,2539.5,2827.616,2822.44
2016-05-26,2813.54,2822.44,2780.76,2827.09,11476679700.0,127105183330.0,3096.59,2533.58,2802.514,2821.05
2016-05-27,2817.97,2821.05,2809.8,2832.8,10984582300.0,123858864609.0,3104.69,2540.2,2820.675,2822.45
2016-05-30,2814.65,2822.45,2794.66,2830.97,10631958900.0,115587479346.0,3103.15,2538.94,2817.655,2916.62
2016-05-31,2822.59,2916.62,2822.59,2917.14,21526034100.0,236528504779.0,3104.7,2540.21,2889.888,2913.51
2016-06-01,2917.15,2913.51,2909.51,2929.08,18838642100.0,219868045396.0,3208.28,2624.95,2918.27,2925.23
2016-06-02,2911.22,2925.23,2906.52,2925.67,15971691600.0,185084899734.0,3204.86,2622.16,2916.369,2938.68
2016-06-03,2929.79,2938.68,2915.18,2945.52,17202102300.0,211302476506.0,3217.75,2632.71,2929.754,2934.1
2016-06-06,2940.99,2934.1,2922.28,2945.94,14199374200.0,172426791396.0,3232.55,2644.81,2934.623,2936.04
2016-06-07,2936.28,2936.04,2923.5,2938.44,13298786700.0,163605603318.0,3227.51,2640.69,2931.52,2927.16
2016-06-08,2932.38,2927.16,2908.37,2937.99,14304607100.0,177377309482.0,3229.65,2642.44,2924.238,2833.07
2016-06-13,2897.27,2833.07,2832.51,2911.16,16925543400.0,198547765495.0,3219.87,2634.44,2884.22,2842.19
2016-06-14,2824.23,2842.19,2822.06,2843.46,11975527400.0,138531751701.0,3116.38,2549.76,2834.039,2887.21
2016-06-15,2814.69,2887.21,2811.78,2894.26,16667106900.0,197199330848.0,3126.41,2557.97,2869.332,2872.82
2016-06-16,2878.4,2872.82,2865.39,2887.74,17388276700.0,201957154966.0,3175.93,2598.49,2878.109,2885.11
2016-06-17,2873.01,2885.11,2872.18,2900.3,17147251700.0,195432492227.0,3160.1,2585.53,2888.681,2888.81
2016-06-20,2887.64,2888.81,2864.02,2891.66,13657105100.0,163734439570.0,3173.62,2596.59,2879.441,2878.56
2016-06-21,2898.38,2878.56,2869.18,2919.3,16435908900.0,198201921486.0,3177.69,2599.93,2896.031,2905.55
2016-06-22,2872.73,2905.55,2869.51,2905.98,13059042400.0,156339384142.0,3166.41,2590.7,2888.701,2891.96
2016-06-23,2902.4,2891.96,2878.66,2904.11,13613737500.0,163680266691.0,3196.1,2614.99,2893.39,2854.29
2016-06-24,2883.76,2854.29,2807.6,2899.57,19084260900.0,214913449682.0,3181.16,2602.76,2859.486,2895.7
2016-06-27,2840.56,2895.7,2840.28,2895.73,15669747200.0,189854731207.0,3139.72,2568.86,2877.773,2912.56
2016-06-28,2885.01,2912.56,2878.82,2913.58,17387104700.0,211079306343.0,3185.27,2606.13,2894.808,2931.59
2016-06-29,2918.53,2931.59,2915.06,2934.0,19321558600.0,223406351275.0,3203.81,2621.3,2925.767,2929.61
2016-06-30,2931.48,2929.61,2922.31,2938.14,15446493000.0,187459798100.0,3224.75,2638.43,2929.853,2932.48
